展示名称,院校名称,院校 ID,院校曾用名,ID,创建人,创建时间,更新人,更新时间
扬州大学,扬州大学,452,,1785687429068825,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
安徽财经大学,安徽财经大学,453,,1785687429057625,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
上海海事大学,上海海事大学,454,,1785687429053481,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
桂林电子科技大学,桂林电子科技大学,455,,1785687429067833,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
安徽工业大学,安徽工业大学,456,,1785687429061705,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
沈阳药科大学,沈阳药科大学,457,,1785687429055529,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
山东财经大学,山东财经大学,458,,1785687429068809,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
南京信息工程大学,南京信息工程大学,459,,1785687429061737,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
武汉纺织大学,武汉纺织大学,460,,1785687429060713,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
重庆师范大学,重庆师范大学,461,,1785687429054489,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
西北政法大学,西北政法大学,462,,1785687429064729,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
广西民族大学,广西民族大学,463,,1785687429054521,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
甘肃农业大学,甘肃农业大学,464,,1785687429059689,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
中国民航大学,中国民航大学,465,,1785687429055561,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
云南农业大学,云南农业大学,466,,1785687429056521,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
河北科技大学,河北科技大学,467,,1785687429057609,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
西安交通大学,西安交通大学,468,,1785687429067801,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
同济大学,同济大学,469,,1785687429058681,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
中南大学,中南大学,470,,1785687429056553,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
哈尔滨工业大学,哈尔滨工业大学,471,,1785687429064713,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
山东大学,山东大学,472,,1785687429053497,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
厦门大学,厦门大学,473,,1785687429054473,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
东南大学,东南大学,474,,1785687429059673,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
天津大学,天津大学,475,,1785687429068841,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
重庆大学,重庆大学,476,,1785687429058633,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
北京航空航天大学,北京航空航天大学,477,,1785687429065785,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
华东师范大学,华东师范大学,478,,1785687429063721,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
东北大学,东北大学,479,,1785687429059657,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
北京理工大学,北京理工大学,480,,1785687429052457,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
华中师范大学,华中师范大学,481,,1785687429063737,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
大连理工大学,大连理工大学,482,,1785687429066761,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
贵州中医药大学,贵州中医药大学,483,,1785687429056537,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
塔里木大学,塔里木大学,484,,1785687429057641,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
西安财经大学,西安财经大学,485,,1785687429067817,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
郑州轻工业大学,郑州轻工业大学,486,,1785687429053465,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
西安外国语大学,西安外国语大学,487,,1785687429061753,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
大连海洋大学,大连海洋大学,488,,1785687429053513,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
贵州财经大学,贵州财经大学,489,,1785687429067785,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
新疆财经大学,新疆财经大学,490,,1785687429063705,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
湖北中医药大学,湖北中医药大学,491,,1785687429058649,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
沈阳化工大学,沈阳化工大学,492,,1785687429064745,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
大连大学,大连大学,493,,1785687429066777,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
北京联合大学,北京联合大学,494,,1785687429057657,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
北方民族大学,北方民族大学,495,,1785687429055513,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
信阳师范大学,信阳师范大学,496,,1785687429064761,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
黑龙江科技大学,黑龙江科技大学,497,,1785687429061721,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
黑龙江外国语学院,黑龙江外国语学院,498,,1785687429066793,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
中国计量大学现代科技学院,中国计量大学现代科技学院,499,,1785687429060697,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
长春建筑学院,长春建筑学院,500,,1785687429065737,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
陕西警官职业学院,陕西警官职业学院,501,,1785687490224137,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
湖北工业大学工程技术学院,湖北工业大学工程技术学院,502,,1785687490236425,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
辽宁理工学院,辽宁理工学院,503,,1785687490235433,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
北京第二外国语学院中瑞酒店管理学院,北京第二外国语学院中瑞酒店管理学院,504,,1785687490228265,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
河北传媒学院,河北传媒学院,505,,1785687490230297,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
武汉东湖学院,武汉东湖学院,506,,1785687490226233,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
天津体育学院,天津体育学院,507,,1785687490229257,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
武昌理工学院,武昌理工学院,508,,1785687490229289,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
北京工业大学耿丹学院,北京工业大学耿丹学院,509,,1785687490227241,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
河北工业职业技术学院,河北工业职业技术学院,510,,1785687490227257,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
东南大学成贤学院,东南大学成贤学院,511,,1785687490235449,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
天津师范大学津沽学院,天津师范大学津沽学院,512,,1785687490224185,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
天津商业大学宝德学院,天津商业大学宝德学院,513,,1785687490235401,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
中国人民武装警察部队工程大学,中国人民武装警察部队工程大学,514,,1785687490230281,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
南京特殊教育师范学院,南京特殊教育师范学院,515,,1785687490236441,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
河南医学高等专科学校,河南医学高等专科学校,516,,1785687490228233,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
南京警察学院,南京警察学院,517,,1785687490236473,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
常州大学怀德学院,常州大学怀德学院,518,,1785687490224169,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
成都文理学院,成都文理学院,519,,1785687490229273,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
武汉交通职业学院,武汉交通职业学院,520,,1785687490232377,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
南京理工大学泰州科技学院,南京理工大学泰州科技学院,521,,1785687490234377,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
广州民航职业技术学院,广州民航职业技术学院,522,,1785687490228281,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
南京理工大学紫金学院,南京理工大学紫金学院,523,,1785687490226201,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
大连东软信息学院,大连东软信息学院,524,,1785687490232345,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
青岛工学院,青岛工学院,525,,1785687490230329,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
华南农业大学珠江学院,华南农业大学珠江学院,526,,1785687490237449,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
重庆水利电力职业技术学院,重庆水利电力职业技术学院,527,,1785687490235417,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
新疆工程学院,新疆工程学院,528,,1785687490234393,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
海南热带海洋学院,海南热带海洋学院,529,,1785687490227225,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
宝鸡文理学院,宝鸡文理学院,530,,1785687490230313,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
鞍山师范学院,鞍山师范学院,531,,1785687490233353,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
百色学院,百色学院,532,,1785687490233369,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
黑河学院,黑河学院,533,,1785687490231305,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
通化师范学院,通化师范学院,534,,1785687490234409,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
广东第二师范学院,广东第二师范学院,535,,1785687490234425,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
吕梁学院,吕梁学院,536,,1785687490229305,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
宁夏师范学院,宁夏师范学院,537,,1785687490231353,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
咸阳师范学院,咸阳师范学院,538,,1785687490226217,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
哈尔滨学院,哈尔滨学院,539,,1785687490232329,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
怀化学院,怀化学院,540,,1785687490236457,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
吉林医药学院,吉林医药学院,541,,1785687490231321,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
安康学院,安康学院,542,,1785687490228249,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
延安大学西安创新学院,延安大学西安创新学院,543,,1785687490227209,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
中国人民解放军陆军军医大学,中国人民解放军陆军军医大学,544,,1785687490224153,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
香港中文大学(深圳),香港中文大学(深圳),545,,1785687490233401,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
石家庄铁道大学四方学院,石家庄铁道大学四方学院,546,,1785687490223161,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
漯河医学高等专科学校,漯河医学高等专科学校,547,,1785687490231337,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
燕山大学里仁学院,燕山大学里仁学院,548,,1785687490233385,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
云南大学滇池学院,云南大学滇池学院,549,,1785687490232361,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
开封大学,开封大学,550,,1785687490226185,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
西安交通大学城市学院,西安交通大学城市学院,551,,1785687490122794,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
武汉职业技术学院,武汉职业技术学院,552,,1785687490222137,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
中国人民解放军南京政治学院,中国人民解放军南京政治学院,553,,1785687490119802,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
中国人民解放军空军预警学院,中国人民解放军空军预警学院,554,,1785687490218105,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
重庆工贸职业技术学院,重庆工贸职业技术学院,555,,1785687490218073,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
商丘医学高等专科学校,商丘医学高等专科学校,556,,1785687490219081,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
湖北商贸学院,湖北商贸学院,557,,1785687490120826,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
天津医学高等专科学校,天津医学高等专科学校,558,,1785687490118762,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
北京信息职业技术学院,北京信息职业技术学院,559,,1785687490120778,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
中国人民解放军空军工程大学,中国人民解放军空军工程大学,560,,1785687490118746,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
河北外国语学院,河北外国语学院,561,,1785687490223129,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
武汉铁路职业技术学院,武汉铁路职业技术学院,562,,1785687490119754,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
苏州大学文正学院,苏州大学文正学院,563,,1785687490219129,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
长江大学文理学院,长江大学文理学院,564,,1785687490218089,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
安徽医学高等专科学校,安徽医学高等专科学校,565,,1785687490119770,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
郑州旅游职业学院,郑州旅游职业学院,566,,1785687490123786,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
成都纺织高等专科学校,成都纺织高等专科学校,567,,1785687490220121,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
天津医科大学临床医学院,天津医科大学临床医学院,568,,1785687490117658,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
广东培正学院,广东培正学院,569,,1785687490223145,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
陕西职业技术学院,陕西职业技术学院,570,,1785687490122810,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
广东农工商职业技术学院,广东农工商职业技术学院,571,,1785687490117674,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
成都理工大学工程技术学院,成都理工大学工程技术学院,572,,1785687490222089,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
临夏现代职业学院,临夏现代职业学院,573,,1785687490221113,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
庆阳职业技术学院,庆阳职业技术学院,574,,1785687490221097,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
兰州科技职业学院,兰州科技职业学院,575,,1785687490124858,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
甘肃卫生职业学院,甘肃卫生职业学院,576,,1785687490122762,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
陕西机电职业技术学院,陕西机电职业技术学院,577,,1785687490122778,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
云南水利水电职业学院,云南水利水电职业学院,578,,1785687490118730,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
昭通卫生职业学院,昭通卫生职业学院,579,,1785687490124842,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
云南财经职业学院,云南财经职业学院,580,,1785687490222105,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
贵州电子科技职业学院,贵州电子科技职业学院,581,,1785687490221065,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
贵州应用技术职业学院,贵州应用技术职业学院,582,,1785687490124810,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
贵州电子商务职业技术学院,贵州电子商务职业技术学院,583,,1785687490220137,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
皖西学院,皖西学院,584,,1785687490120810,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
滁州学院,滁州学院,585,,1785687490219097,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
贵州师范学院,贵州师范学院,586,,1785687490219113,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
伊犁师范大学,伊犁师范大学,587,,1785687490117690,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
浙江外国语学院,浙江外国语学院,588,,1785687490220105,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
河南工程学院,河南工程学院,589,,1785687490120794,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
西安文理学院,西安文理学院,590,,1785687490119786,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
赣南医学院,赣南医学院,591,,1785687490221081,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
宜宾学院,宜宾学院,592,,1785687490118778,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
运城学院,运城学院,593,,1785687490223113,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
巢湖学院,巢湖学院,594,,1785687490123818,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
常熟理工学院,常熟理工学院,595,,1785687490123834,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
曲靖师范学院,曲靖师范学院,596,,1785687490222121,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
西安航空学院,西安航空学院,597,,1785687490218057,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建江夏学院,福建江夏学院,598,,1785687490123802,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
青岛滨海学院,青岛滨海学院,599,,1785687490124826,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
大连艺术学院,大连艺术学院,600,,1785687490220153,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
广东外语外贸大学南国商学院,广东外语外贸大学南国商学院,601,,1785687553272922,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
吉林外国语大学,吉林外国语大学,602,,1785687553266698,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
南京艺术学院,南京艺术学院,603,,1785687553267738,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
闽南理工学院,闽南理工学院,604,,1785687553270826,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福州大学至诚学院,福州大学至诚学院,605,,1785687553264650,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
河北农业大学现代科技学院,河北农业大学现代科技学院,606,,1785687553267754,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
重庆财经职业学院,重庆财经职业学院,607,,1785687553263674,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
解放军第二炮兵工程大学,解放军第二炮兵工程大学,608,,1785687553266714,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
天津天狮学院,天津天狮学院,609,,1785687553275978,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
广东机电职业技术学院,广东机电职业技术学院,610,,1785687553274986,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
海口经济学院,海口经济学院,611,,1785687553271834,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
北京科技职业学院,北京科技职业学院,612,,1785687553265706,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
郑州警察学院,郑州警察学院,613,,1785687553264682,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
楚雄师范学院,楚雄师范学院,614,,1785687553270810,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
河南牧业经济学院,河南牧业经济学院,615,,1785687553276010,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
防灾科技学院,防灾科技学院,616,,1785687553264698,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
湖北师范大学,湖北师范大学,617,,1785687553271866,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
长江师范学院,长江师范学院,618,,1785687553269818,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
昌吉学院,昌吉学院,619,,1785687553268778,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
郑州航空工业管理学院,郑州航空工业管理学院,620,,1785687553272938,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
中华女子学院,中华女子学院,621,,1785687553274954,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
中国劳动关系学院,中国劳动关系学院,622,,1785687553275002,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
滨州学院,滨州学院,623,,1785687553269802,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
皖南医学院,皖南医学院,624,,1785687553269786,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
徐州工程学院,徐州工程学院,625,,1785687553268794,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
合肥师范学院,合肥师范学院,626,,1785687553263658,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
潍坊学院,潍坊学院,627,,1785687553270842,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
九江学院,九江学院,628,,1785687553265674,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
红河学院,红河学院,629,,1785687553272906,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
白城师范学院,白城师范学院,630,,1785687553276026,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
陇东学院,陇东学院,631,,1785687553264666,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
湖南女子学院,湖南女子学院,632,,1785687553265722,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
重庆第二师范学院,重庆第二师范学院,633,,1785687553275994,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
岭南师范学院,岭南师范学院,634,,1785687553263642,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
莆田学院,莆田学院,635,,1785687553267770,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
武夷学院,武夷学院,636,,1785687553268746,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
辽宁科技学院,辽宁科技学院,637,,1785687553266746,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
济宁学院,济宁学院,638,,1785687553276938,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
桂林航天工业学院,桂林航天工业学院,639,,1785687553274970,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
太原工业学院,太原工业学院,640,,1785687553269770,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
山东青年政治学院,山东青年政治学院,641,,1785687553271818,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
宁德师范学院,宁德师范学院,642,,1785687553272954,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
信阳农林学院,信阳农林学院,643,,1785687553276954,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
无锡职业技术学院,无锡职业技术学院,644,,1785687553268762,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
石家庄邮电职业技术学院,石家庄邮电职业技术学院,645,,1785687553276970,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
陕西青年职业学院,陕西青年职业学院,646,,1785687553271850,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
芜湖职业技术学院,芜湖职业技术学院,647,,1785687553265690,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
常州工业职业技术学院,常州工业职业技术学院,648,,1785687553267722,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
重庆工程学院,重庆工程学院,649,,1785687553270794,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
河北石油职业技术学院,河北石油职业技术学院,650,,1785687553266730,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
郑州电力高等专科学校,郑州电力高等专科学校,651,,1785687510487072,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
西安海棠职业学院,西安海棠职业学院,652,,1785687510486048,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
徐州工业职业技术学院,徐州工业职业技术学院,653,,1785687510492176,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
安徽警官职业学院,安徽警官职业学院,654,,1785687510491248,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
南京大学金陵学院,南京大学金陵学院,655,,1785687510497376,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
广东理工职业学院,广东理工职业学院,656,,1785687510497392,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
内蒙古机电职业技术学院,内蒙古机电职业技术学院,657,,1785687510489200,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
四川文化产业职业学院,四川文化产业职业学院,658,,1785687510486016,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
淮北师范大学,淮北师范大学,659,,1785687510491232,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
辽宁工业大学,辽宁工业大学,660,,1785687510494256,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
青海师范大学,青海师范大学,661,,1785687510493184,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
