展示名称,ID,创建人,创建时间,更新人,更新时间,专业名称,专业代码,专业 ID,学门,专业大类,级别,父级分类,生效状态
人工智能,1785684818113555,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,人工智能,080717T,1308,工学,电子信息类,专业,电子信息类,生效中
水利科学与工程,1785684818117699,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,水利科学与工程,081105T,1309,工学,水利类,专业,水利类,生效中
海洋机器人,1785684818112531,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,海洋机器人,081904T,1310,工学,海洋工程类,专业,海洋工程类,生效中
职业卫生工程,1785684818115635,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,职业卫生工程,082903T,1311,工学,安全科学与工程类,专业,安全科学与工程类,生效中
应急技术与管理,1785684818109491,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,应急技术与管理,082902T,1312,工学,安全科学与工程类,专业,安全科学与工程类,生效中
精密仪器,1785684818119731,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,精密仪器,080302T,1313,工学,仪器类,专业,仪器类,生效中
数字经济,1785684818114611,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,数字经济,020109T,1315,经济学,经济学类,专业,经济学类,生效中
经济工程,1785684818118675,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,经济工程,020108T,1316,经济学,经济学类,专业,经济学类,生效中
劳动经济学,1785684818113587,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,劳动经济学,020107T,1317,经济学,经济学类,专业,经济学类,生效中
金融科技,1785684818119683,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,金融科技,020310T,1318,经济学,金融学类,专业,金融学类,生效中
精算学,1785684822960195,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,精算学,020308T,1319,经济学,金融学类,专业,金融学类,生效中
互联网金融,1785684818112563,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,互联网金融,020309T,1320,经济学,金融学类,专业,金融学类,生效中
教育康复学,1785684818118691,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,教育康复学,040110TK,1321,教育学,教育学类,专业,教育学类,生效中
认知科学与技术,1785684818114579,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,认知科学与技术,040112T,1322,教育学,教育学类,专业,教育学类,生效中
卫生教育,1785684818116675,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,卫生教育,040111T,1323,教育学,教育学类,专业,教育学类,生效中
体能训练,1785684818115619,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,体能训练,040208T,1350,教育学,体育学类,专业,体育学类,生效中
电子竞技运动与管理,1785684818109507,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,电子竞技运动与管理,040210TK,1351,教育学,体育学类,专业,体育学类,生效中
智能体育工程,1785684818114595,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,智能体育工程,040211TK,1352,教育学,体育学类,专业,体育学类,生效中
体育旅游,1785684818113539,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,体育旅游,040212TK,1353,教育学,体育学类,专业,体育学类,生效中
冰雪运动,1785684818111523,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,冰雪运动,040209T,1354,教育学,体育学类,专业,体育学类,生效中
中兽医学,1785684818118707,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,中兽医学,090405T,1355,农学,动物医学类,专业,动物医学类,生效中
实验动物学,1785684818117747,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,实验动物学,090404T,1356,农学,动物医学类,专业,动物医学类,生效中
水生动物医学,1785684818110467,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,水生动物医学,090604TK,1357,农学,水产类,专业,水产类,生效中
经济林,1785684822960211,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,经济林,090504T,1358,农学,林学类,专业,林学类,生效中
经济动物学,1785684818113571,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,经济动物学,090304T,1359,农学,动物生产类,专业,动物生产类,生效中
马业科学,1785684818116723,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,马业科学,090305T,1360,农学,动物生产类,专业,动物生产类,生效中
时尚传播,1785684818117715,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,时尚传播,050308T,1361,文学,新闻传播学类,专业,新闻传播学类,生效中
国际新闻与传播,1785684818120723,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,国际新闻与传播,050309T,1362,文学,新闻传播学类,专业,新闻传播学类,生效中
手语翻译,1785684818116707,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,手语翻译,050109T,1363,文学,中国语言文学类,专业,中国语言文学类,生效中
中国语言与文化,1785684822961219,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,中国语言与文化,050108T,1364,文学,中国语言文学类,专业,中国语言文学类,生效中
生物医学科学,1785684822961235,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,生物医学科学,100103T,1365,医学,基础医学类,专业,基础医学类,生效中
生物医学,1785684818112547,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,生物医学,100102TK,1366,医学,基础医学类,专业,基础医学类,生效中
中医骨伤科学,1785684818109475,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,中医骨伤科学,100513TK,1367,医学,中医学类,专业,中医学类,生效中
回医学,1785684818104483,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,回医学,100509TK,1368,医学,中医学类,专业,中医学类,生效中
中医康复学,1785684818100339,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,中医康复学,100510TK,1369,医学,中医学类,专业,中医学类,生效中
中医儿科学,1785684818104451,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,中医儿科学,100512TK,1370,医学,中医学类,专业,中医学类,生效中
中医养生学,1785684818100323,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,中医养生学,100511TK,1371,医学,中医学类,专业,中医学类,生效中
化妆品科学与技术,1785684818095155,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,化妆品科学与技术,100708T,1372,医学,药学类,专业,药学类,生效中
助产学,1785684818104499,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,助产学,101102T,1373,医学,护理学类,专业,护理学类,生效中
儿科学,1785684818099315,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,儿科学,100207TK,1374,医学,临床医学类,专业,临床医学类,生效中
智能医学工程,1785684815810579,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,智能医学工程,101011T,1375,医学,医学技术类,专业,医学技术类,生效中
康复作业治疗,1785684815810611,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,康复作业治疗,101010T,1376,医学,医学技术类,专业,医学技术类,生效中
康复物理治疗,1785684818096163,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,康复物理治疗,101009T,1377,医学,医学技术类,专业,医学技术类,生效中
系统科学与工程,1785684818099283,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,系统科学与工程,070205T,1378,理学,物理学类,专业,物理学类,生效中
防灾减灾科学与工程,1785684818101331,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,防灾减灾科学与工程,070803T,1380,理学,地球物理学类,专业,地球物理学类,生效中
能源化学,1785684818099299,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,能源化学,070305T,1381,理学,化学类,专业,化学类,生效中
数据计算及应用,1785684818098291,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,数据计算及应用,070104T,1382,理学,数学类,专业,数学类,生效中
海洋技术,1785684818096131,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,海洋技术,70702,1383,理学,海洋科学类,专业,海洋科学类,生效中
神经科学,1785684818103363,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,神经科学,071006T,1384,理学,生物科学类,专业,生物科学类,生效中
整合科学,1785684818095107,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,整合科学,071005T,1385,理学,生物科学类,专业,生物科学类,生效中
国际组织与全球治理,1785684818101347,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,国际组织与全球治理,030206TK,1386,法学,政治学类,专业,政治学类,生效中
马克思主义理论,1785684818102387,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,马克思主义理论,030504T,1387,法学,马克思主义理论类,专业,马克思主义理论类,生效中
信用风险管理与法律防控,1785684818103379,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,信用风险管理与法律防控,030104T,1388,法学,法学类,专业,法学类,生效中
社区矫正,1785684818097187,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,社区矫正,030107TK,1389,法学,法学类,专业,法学类,生效中
司法警察学,1785684818095123,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,司法警察学,030106TK,1390,法学,法学类,专业,法学类,生效中
国际经贸规则,1785684815809571,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,国际经贸规则,030105T,1391,法学,法学类,专业,法学类,生效中
移民管理,1785684818101315,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,移民管理,030619TK,1392,法学,公安学类,专业,公安学类,生效中
公安政治工作,1785684818104467,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,公安政治工作,030618TK,1393,法学,公安学类,专业,公安学类,生效中
技术侦查学,1785684818102371,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,技术侦查学,030616TK,1394,法学,公安学类,专业,公安学类,生效中
出入境管理,1785684818099267,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,出入境管理,030620TK,1395,法学,公安学类,专业,公安学类,生效中
海警执法,1785684818097155,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,海警执法,030617TK,1396,法学,公安学类,专业,公安学类,生效中
语言学,1785684818098275,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,语言学,0502100T,2000,文学,外国语言文学类,专业,外国语言文学类,生效中
白俄罗斯语,1785684818105475,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,白俄罗斯语,050282T,2001,文学,外国语言文学类,专业,外国语言文学类,生效中
马其顿语,1785684818100291,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,马其顿语,050274T,2002,文学,外国语言文学类,专业,外国语言文学类,生效中
卢森堡语,1785684815810563,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,卢森堡语,050294T,2003,文学,外国语言文学类,专业,外国语言文学类,生效中
阿姆哈拉语,1785684818102339,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,阿姆哈拉语,050263T,2004,文学,外国语言文学类,专业,外国语言文学类,生效中
索马里语,1785684818095139,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,索马里语,050265T,2005,文学,外国语言文学类,专业,外国语言文学类,生效中
约鲁巴语,1785684815809539,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,约鲁巴语,050268T,2006,文学,外国语言文学类,专业,外国语言文学类,生效中
亚美尼亚语,1785684815809555,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,亚美尼亚语,050269T,2007,文学,外国语言文学类,专业,外国语言文学类,生效中
马达加斯加语,1785684818096179,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,马达加斯加语,050270T,2008,文学,外国语言文学类,专业,外国语言文学类,生效中
格鲁吉亚语,1785684818103411,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,格鲁吉亚语,050271T,2009,文学,外国语言文学类,专业,外国语言文学类,生效中
阿塞拜疆语,1785684818096147,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,阿塞拜疆语,050272T,2010,文学,外国语言文学类,专业,外国语言文学类,生效中
阿非利卡语,1785684818097171,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,阿非利卡语,050273T,2011,文学,外国语言文学类,专业,外国语言文学类,生效中
茨瓦纳语,1785684815807603,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,茨瓦纳语,050276T,2012,文学,外国语言文学类,专业,外国语言文学类,生效中
恩德贝莱语,1785684815810595,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,恩德贝莱语,050277T,2013,文学,外国语言文学类,专业,外国语言文学类,生效中
科摩罗语,1785684815809587,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,科摩罗语,050278T,2014,文学,外国语言文学类,专业,外国语言文学类,生效中
克里奥尔语,1785684818097203,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,克里奥尔语,050279T,2015,文学,外国语言文学类,专业,外国语言文学类,生效中
绍纳语,1785684818101363,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,绍纳语,050280T,2016,文学,外国语言文学类,专业,外国语言文学类,生效中
提格雷尼亚语,1785684818103395,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,提格雷尼亚语,050281T,2017,文学,外国语言文学类,专业,外国语言文学类,生效中
库尔德语,1785684818098243,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,库尔德语,050286T,2018,文学,外国语言文学类,专业,外国语言文学类,生效中
爪哇语,1785684818098259,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,爪哇语,0502102T,2019,文学,外国语言文学类,专业,外国语言文学类,生效中
旁遮普语,1785684818102355,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,旁遮普语,0502103T,2020,文学,外国语言文学类,专业,外国语言文学类,生效中
塔玛齐格特语,1785684818100307,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,塔玛齐格特语,0502101T,2021,文学,外国语言文学类,专业,外国语言文学类,生效中
达里语,1785684824676580,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,达里语,050288T,2022,文学,外国语言文学类,专业,外国语言文学类,生效中
德顿语,1785684824668180,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,德顿语,050289T,2023,文学,外国语言文学类,专业,外国语言文学类,生效中
迪维希语,1785684824673348,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,迪维希语,050290T,2024,文学,外国语言文学类,专业,外国语言文学类,生效中
隆迪语,1785684824669204,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,隆迪语,050293T,2025,文学,外国语言文学类,专业,外国语言文学类,生效中
卢旺达语,1785684824667188,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,卢旺达语,050295T,2026,文学,外国语言文学类,专业,外国语言文学类,生效中
切瓦语,1785684824679508,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,切瓦语,050298T,2027,文学,外国语言文学类,专业,外国语言文学类,生效中
塞苏陀语,1785684824667156,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,塞苏陀语,050299T,2028,文学,外国语言文学类,专业,外国语言文学类,生效中
桑戈语,1785684824667140,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,桑戈语,050200T,2029,文学,外国语言文学类,专业,外国语言文学类,生效中
老年学,1785684824679524,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,老年学,030306T,2545,法学,社会学类,专业,社会学类,生效中
运动能力开发,1785684824664116,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,运动能力开发,040213T,2546,教育学,体育学类,专业,体育学类,生效中
吉尔吉斯语,1785684824678436,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,吉尔吉斯语,050264T,2547,文学,外国语言文学类,专业,外国语言文学类,生效中
土库曼语,1785684824675444,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,土库曼语,050266T,2548,文学,外国语言文学类,专业,外国语言文学类,生效中
加泰罗尼亚语,1785684824665124,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,加泰罗尼亚语,050267T,2549,文学,外国语言文学类,专业,外国语言文学类,生效中
塔吉克语,1785684824676596,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,塔吉克语,050275T,2550,文学,外国语言文学类,专业,外国语言文学类,生效中
毛利语,1785684824675428,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,毛利语,050283T,2551,文学,外国语言文学类,专业,外国语言文学类,生效中
汤加语,1785684824664084,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,汤加语,050284T,2552,文学,外国语言文学类,专业,外国语言文学类,生效中
萨摩亚语,1785684824671332,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,萨摩亚语,050285T,2553,文学,外国语言文学类,专业,外国语言文学类,生效中
比斯拉马语,1785684824666116,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,比斯拉马语,050287T,2554,文学,外国语言文学类,专业,外国语言文学类,生效中
斐济语,1785684824673364,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,斐济语,050291T,2555,文学,外国语言文学类,专业,外国语言文学类,生效中
库克群岛毛利语,1785684824664100,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,库克群岛毛利语,050292T,2556,文学,外国语言文学类,专业,外国语言文学类,生效中
纽埃语,1785684824678420,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,纽埃语,050296T,2557,文学,外国语言文学类,专业,外国语言文学类,生效中
皮金语,1785684824663092,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,皮金语,050297T,2558,文学,外国语言文学类,专业,外国语言文学类,生效中
会展,1785684824674500,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,会展,99J001T,2559,文学,新闻传播学类（交叉专业）,专业,新闻传播学类（交叉专业）,生效中
智能感知工程,1785684824680468,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,智能感知工程,080303T,2560,工学,仪器类,专业,仪器类,生效中
智能材料与结构,1785684824671316,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,智能材料与结构,080417T,2561,工学,材料类,专业,材料类,生效中
储能科学与工程,1785684824672308,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,储能科学与工程,080504T,2562,工学,能源动力类,专业,能源动力类,生效中
海洋信息工程,1785684824678404,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,海洋信息工程,080718T,2563,工学,电子信息类,专业,电子信息类,生效中
智能装备与系统,1785684824679492,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,智能装备与系统,080806T,2564,工学,自动化类,专业,自动化类,生效中
工业智能,1785684824672292,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,工业智能,080807T,2565,工学,自动化类,专业,自动化类,生效中
服务科学与工程,1785684824674468,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,服务科学与工程,080915T,2566,工学,计算机类,专业,计算机类,生效中
虚拟现实技术,1785684824679540,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,虚拟现实技术,080916T,2567,工学,计算机类,专业,计算机类,生效中
区块链工程,1785684824672276,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,区块链工程,080917T,2568,工学,计算机类,专业,计算机类,生效中
土木、水利与交通工程,1785684824680500,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,土木、水利与交通工程,081010T,2569,工学,土木类,专业,土木类,生效中
旅游地学与规划工程,1785684824670212,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,旅游地学与规划工程,081405T,2570,工学,地质类,专业,地质类,生效中
智能无人系统技术,1785684824675460,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,智能无人系统技术,082108T,2571,工学,兵器类,专业,兵器类,生效中
农业智能装备工程,1785684824674484,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,农业智能装备工程,082307T,2572,工学,农业工程类,专业,农业工程类,生效中
康复工程,1785684824665108,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,康复工程,082604T,2573,工学,生物医学工程类,专业,生物医学工程类,生效中
食品营养与健康,1785684824672324,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,食品营养与健康,082710T,2574,工学,食品科学与工程类,专业,食品科学与工程类,生效中
食用菌科学与工程,1785684824668196,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,食用菌科学与工程,082711T,2575,工学,食品科学与工程类,专业,食品科学与工程类,生效中
白酒酿造工程,1785684824676564,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,白酒酿造工程,082712T,2576,工学,食品科学与工程类,专业,食品科学与工程类,生效中
城市设计,1785684824670228,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,城市设计,082806T,2577,工学,建筑类,专业,建筑类,生效中
智慧建筑与建造,1785684824669188,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,智慧建筑与建造,082807T,2578,工学,建筑类,专业,建筑类,生效中
合成生物学,1785684824666164,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,合成生物学,083003T,2579,工学,生物工程类,专业,生物工程类,生效中
智慧农业,1785684824670260,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,智慧农业,090112T,2580,农学,植物生产类,专业,植物生产类,生效中
菌物科学与工程,1785684824673380,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,菌物科学与工程,090113T,2581,农学,植物生产类,专业,植物生产类,生效中
农药化肥,1785684824680452,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,农药化肥,090114T,2582,农学,植物生产类,专业,植物生产类,生效中
生物质科学与工程,1785684824674452,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,生物质科学与工程,090204T,2583,农学,自然保护与环境生态类,专业,自然保护与环境生态类,生效中
草坪科学与工程,1785684824671300,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,草坪科学与工程,090702T,2584,农学,草学类,专业,草学类,生效中
傣医学,1785684824666148,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,傣医学,100508TK,2585,医学,中医学类,专业,中医学类,生效中
应急管理,1785684824669220,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,应急管理,120111T,2586,管理学,管理科学与工程类,专业,管理科学与工程类,生效中
医疗保险,1785684800431196,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,医疗保险,120413T,2587,管理学,公共管理类,专业,公共管理类,生效中
养老服务管理,1785684796761156,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,养老服务管理,120414T,2588,管理学,公共管理类,专业,公共管理类,生效中
跨境电子商务,1785684800435260,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,跨境电子商务,120803T,2589,管理学,电子商务类,专业,电子商务类,生效中
反恐警务,1785684800432236,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,反恐警务,030621TK,2627,法学,公安学类,专业,公安学类,生效中
融合教育,1785684800433228,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,融合教育,040113T,2628,教育学,教育学类,专业,教育学类,生效中
古文字学,1785684800431228,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,古文字学,060108T,2629,历史学,历史学类,专业,历史学类,生效中
量子信息科学,1785684800430236,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,量子信息科学,070206T,2630,理学,物理学类,专业,物理学类,生效中
气象技术与工程,1785684800439308,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,气象技术与工程,070603T,2631,理学,大气科学类,专业,大气科学类,生效中
能源服务工程,1785684796760164,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,能源服务工程,080505T,2632,工学,能源动力类,专业,能源动力类,生效中
能源互联网工程,1785684800438284,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,能源互联网工程,080607T,2633,工学,电气类,专业,电气类,生效中
柔性电子学,1785684800438332,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,柔性电子学,080719T,2634,工学,电子信息类,专业,电子信息类,生效中
密码科学与技术,1785684800429212,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,密码科学与技术,080918TK,2635,工学,计算机类,专业,计算机类,生效中
智能采矿工程,1785684796761188,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,智能采矿工程,081507T,2636,工学,矿业类,专业,矿业类,生效中
智能飞行器技术,1785684800436252,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,智能飞行器技术,082010T,2637,工学,航空航天类,专业,航空航天类,生效中
食品药品环境犯罪侦查技术,1785684800429228,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,食品药品环境犯罪侦查技术,083112TK,2638,工学,公安技术类,专业,公安技术类,生效中
饲料工程,1785684796759156,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,饲料工程,090306T,2639,农学,动物生产类,专业,动物生产类,生效中
智慧牧业科学与工程,1785684800431212,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,智慧牧业科学与工程,090307T,2640,农学,动物生产类,专业,动物生产类,生效中
运动与公共健康,1785684800430252,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,运动与公共健康,100406T,2641,医学,公共卫生与预防医学类,专业,公共卫生与预防医学类,生效中
生物医药数据科学,1785684800434236,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,生物医药数据科学,101012T,2642,医学,医学技术类,专业,医学技术类,生效中
海关检验检疫安全,1785684796760180,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,海关检验检疫安全,120415TK,2643,管理学,公共管理类,专业,公共管理类,生效中
海外安全管理,1785684800438300,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,海外安全管理,120416TK,2644,管理学,公共管理类,专业,公共管理类,生效中
自然资源登记与管理,1785684800435212,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,自然资源登记与管理,120417T,2645,管理学,公共管理类,专业,公共管理类,生效中
